file,no,content,a,b,c,d,e,ans
2016-08-01-08-38-29.txt,1,︽⊙＿⊙︽其实就是游明山所建，所以如果入住明山的饭店~就等于助在︽⊙＿⊙︽内唷,绑绳,妖怪村,酸度,买的,篮子,b
2016-08-01-08-38-29.txt,3,"""和bb︽⊙＿⊙︽一样都附上一支半月形蜜粉刷 有点儿微微的弧度可以顺着脸庞的立体线条均匀上""",jurlique,魔镜,蜜粉饼,clarins,铁盒,c
2016-08-01-08-38-29.txt,2,︽⊙＿⊙︽，络绎不绝的游艇载着游客忙碌穿梭，好不热闹；在梅花湖，却能悠然云水间,日月潭,修女,洗衣服,玉兔,公关,a
2016-08-01-08-38-29.txt,4,"当天迷恋的是它的经典隽永,但是在新任创意总监jonathan anderson的领导之下,︽⊙＿⊙︽今年有了不同的面",蜜葳特,loewe,竹下,品木宣言,赛车,b
2016-08-01-08-38-29.txt,5,︽⊙＿⊙︽ nt.3650 ︽⊙＿⊙︽芯 nt.2450 - 刚扑上去的定妆时刻最,aesop,净化,安美诺,宛若,蜜粉,e
2016-08-01-09-40-39.txt,1,1028这个牌子其实我一直都很喜欢，每次看到小屈在大特价时总是会大搜刮，这些是老虎狗这次的小小战利品~除了好用的cc保湿霜外，另外卸妆和︽⊙＿⊙︽也都很好用哟,睫毛膏,紫禁城,动能,殖民,代价,a
2016-08-01-09-40-39.txt,2,这支也可以拿来做腮红刷跟︽⊙＿⊙︽刷，当腮红刷非常赞，用点的方式上腮红会变的很自然不会有界,蜜粉,电视机,酸酸,白兔,老佛爷,a
2016-08-01-09-40-39.txt,4,由于城堡位在︽⊙＿⊙︽，一开始水管线并没有连通到，金车每天运水上山就为了让游客能享受一杯咖,二食,桥头,锦记,山上,水草,d
2016-08-01-09-40-39.txt,5,好啦～除了大学池外，还有︽⊙＿⊙︽的瞭望台与天文台、筠屋、竹类标本园、巨石、子定亭、森林生态展示中心...等,龙山寺,凤凰山,雪橇,品皇咖啡,记饼,b
2016-08-01-09-40-39.txt,3,由于今日的风浪还是很大，加上是逆风浪方向的缘故，所以感觉很像坐海盗船，也让船上不时惊叫连连；当然也有不少人又晕船了！就在这种情形下，约莫11:30到达︽⊙＿⊙︽。而船在此停留两个小时，因此便租了摩托车来个快速走马看花之旅,望安,兰城晶英酒店,展馆,树叶,泰武,a
2016-08-01-10-42-46.txt,2,附近有百货公司、商圈跟美食店家聚集，home hotel大安就位在忠孝︽⊙＿⊙︽捷运站,复兴,两格,烤鱼,光灿,糖浆,a
2016-08-01-10-42-46.txt,1,喔，对了，还有一个秘密，那就是：这里看︽⊙＿⊙︽岛真的超超超级清楚的啦！光是这一些介绍，就很值得你去看一看了，是吧？,掩面,龟山,记号,空瓶,女伶,b
2016-08-01-10-42-46.txt,3,据说这天︽⊙＿⊙︽香9:10左右营业　我9:20到　最后10点才领到餐　非常夸,宜兰,场馆,白河,新庄,味香,a
2016-08-01-10-42-46.txt,4,来台南就是吃饱饱睡好好的快乐旅行阿，推荐给大家︽⊙＿⊙︽区的优质民宿-莫非工寓,东海大学,盛产,金龙山,woolloomooloo,安平,e
2016-08-01-10-42-46.txt,5,来到盐山这边，白白的︽⊙＿⊙︽插满了鲤鱼旗，加上蓝色的天空，快门真是按不停~~,水草,古风,锦记,桥头,山上,e
2016-08-01-11-44-53.txt,1,平面道路可从︽⊙＿⊙︽文心南路往大里方向→接德芳路三段看到国光路右转直走→接中兴路一段直走→接中正路直走→看到921地震教育园区左转指标前进即可到达,台中市,山腰,拍景,含油,耳罩,a
2016-08-01-11-44-53.txt,2,看看切开的样子，烤得刚刚好，超级嫩！搭配的薄荷酱汁更是绝配，有点酸酸甜甜的可以去腻。真的很意外在卓兰︽⊙＿⊙︽可以吃到这么棒的烤羊肩。真的难忘,女性朋友,新郎新娘,山上,细胞,厨柜,c
2016-08-01-11-44-53.txt,3,猪头饭、阿︽⊙＿⊙︽面和阿桐意面都在这里，照片左边的路上还有一家阿姬意面的生意也很好,龙山寺,渔港,开馆,坑子口,三义,e
2016-08-01-11-44-53.txt,4,名人馆则展示诞生于︽⊙＿⊙︽地区，在各个领域名列台湾第一的四位知名人士。有杜聪明、江文也、卢修一及李登辉,三芝,双城,金门旅游,苏澳,芦之牧,a
2016-08-01-11-44-53.txt,5,旅游∥ ︽⊙＿⊙︽ - 吃吃喝喝系列：饺神二代水饺、小蝌蚪起司饼、︽⊙＿⊙︽老李葱油饼,小琉球,荷方,品皇咖啡,心租,石灰岩,a
2016-08-01-12-47-00.txt,1,miss hana快干防晕丝绒烟熏旋转眼胶笔-可可棕 + 恒星双用︽⊙＿⊙︽胶-香槟,眼影,糖水,丈夫,勤政殿,生长,a
2016-08-01-12-47-00.txt,2,尤其常常有许多女生都说︽⊙＿⊙︽很难吸收，或是买了在昂贵的︽⊙＿⊙︽效果怎么都不显著,去皮,服员,来品,保养品,小琉球,d
2016-08-01-12-47-00.txt,3,在︽⊙＿⊙︽人餐桌上几乎也跟虱目鱼分不开，像是虱目鱼咸粥、虱目鱼头、虱目鱼丸、虱目鱼面线,海角,本地人,台南,三貂岭,树林,c
2016-08-01-12-47-00.txt,5,还有，果汁店，也是在︽⊙＿⊙︽自强夜市人气很高的一款，尤其是这间妙不可言!!!!,行驶,后里,石牌,爱酱,花莲,e
2016-08-01-12-47-00.txt,4,︽⊙＿⊙︽的建筑特色令人难忘，可惜缺乏持续经营，周边观光没有做起来，不然这里可是值得一游的好去处呢,暑气,士林站,葫芦,立屯区,太平大街,e
2016-08-01-13-49-09.txt,2,呼~~~总算是把这次︽⊙＿⊙︽三日游的行程都po完，整理完毕，供大家参考啰~~,头巾,科研,碟子,北海岸,电视墙,d
2016-08-01-13-49-09.txt,1,这间饭店坐落于大肚山上，可一眺整个台中市区美景，这次前往住宿单纯就是渡假放松，享受一直待在房间，发呆聊天泡汤的惬意，由于这间饭店离台中市区有一大段距离，不想开车前往饭店的朋友们，可先跟饭店预约接驳车，可在︽⊙＿⊙︽上车,法则,烤饼,新光三越,笔画,红衣,c
2016-08-01-13-49-09.txt,3,糖厂改造的空间一直都是很有︽⊙＿⊙︽味道的游憩景点，外围像是公园一样，而原本的仓库或厂房则变身为展场，十鼓园区就是很赞的例子,仓库,台南,乐屋,树林,三貂岭,b
2016-08-01-13-49-09.txt,4,时间还早那就再绕到︽⊙＿⊙︽去逛一逛，吃一吃吧!!不过当然以点心为主啰，先来只小新鲷鱼烧来解个点心馋,日景,奋起湖,高楼,大鹏湾,大远百,e
2016-08-01-13-49-09.txt,5,之前在莫内咖啡有请教过老板，因为最近非雨季，所以︽⊙＿⊙︽并不壮观而且需要收票我们未进入,大杨梅鹅庄,思义,十分瀑布,燕子,西螺,c
2016-08-01-14-51-17.txt,2,三、 外出旅游时：涂上有防晒效果的小蜜媞修︽⊙＿⊙︽，可预防黑色素沉淀与老化唇纹提早报到,护唇膏,电台,浴衣,住房,叔叔,a
2016-08-01-14-51-17.txt,1,还记得约莫两年前我有买过一支类似的卷发器!!但不是︽⊙＿⊙︽~是个韩国的牌子!!结果使用不到一个月就gg挂点，还因为卷的不是很顺利造成头发有点烧焦或是打结的严重困,飞利浦,传教,型式,男童,阿翔,a
2016-08-01-14-51-17.txt,3,"韩国cremorlab t.e.n.矿物智慧肤色调控︽⊙＿⊙︽ spf50, pa+++ 30m",cc霜,bvlgari,重度,香薰,givenchy,a
2016-08-01-14-51-17.txt,4,2013.07 2013日本药妆失心疯：6支日系︽⊙＿⊙︽+2支眼线笔使用心得大分,扫地,cartier,专科化妆水,睫毛膏,绿园,d
2016-08-01-14-51-17.txt,5,我拿我另一款︽⊙＿⊙︽手拿包来示范、实验，也真的是有点脏了，别看它是黑色，我买了几个︽⊙＿⊙︽手拿包，就它最难照顾，三不五时都要清洁一下，因为它是光滑羊皮，很容易沾染以及纹路等 ...，看起来就会很脏、很雾、不够亮，所以一定要一直清，我现在也真的知道，为什么大家都不买︽⊙＿⊙︽光滑面的包包，都要买个什么荔枝皮等 ...，因为真的也是照顾很费工,单价,chanel,neogence,手部保养,主色,b
2016-08-01-15-53-26.txt,2,摇下车窗，关掉空调，呼吸着带点湿润的凉凉空气，终于依约来到小山头上的目的地，︽⊙＿⊙︽模的风格建筑，一整片的绿色草地，感觉很舒服的地方,海滩,清水,国子,高质,船井,b
2016-08-01-15-53-26.txt,1,整体而言我觉得是一个很适合两天一夜渡假的好地方，从下午15:00玩到隔天中午，包括烤肉、野溪戏水、火把夜游....等等多项行程，民宿业者用心的安排，我们连哪都没去，就好好的待在园区内享受着另类的休闲活动，我喜欢这种快乐的氛围，漫步慢活体验最原始的活动，吃喝玩乐一次享足，出外踏青，乐享生活，来一趟青山绿水之旅，感受苗栗︽⊙＿⊙︽的野趣与纯朴,南庄,高中女生,乐章,纸胶,衣柜,a
2016-08-01-15-53-26.txt,4,余基吉表示，亿载︽⊙＿⊙︽去年首度举办国际鼓乐节，由于下午采取管制性参观措施，一度引发民怨，今年特别加以改善，兼顾参观古迹及看表演的需求，加上品尝美食及顺道参观德阳舰等卖点，让亿载︽⊙＿⊙︽今年春节的参观人数倍增，由去年的一万七千七百廿四人成长为三万七千二百廿四人，古迹门票收入也由去年的四十三万五千元增加到八十三万六千三百多元,灯会,教会,金城,黑翅萤,得安村,c
2016-08-01-15-53-26.txt,3,不过自从某次机缘不小心参加了︽⊙＿⊙︽的彩妆大赛后，当天仿妆的对象刚好就是泫雅!,冷门,whoo,origins,技巧,植村秀,e
2016-08-01-15-53-26.txt,5,︽⊙＿⊙︽镇花手巾植物染工坊启用于98年，在︽⊙＿⊙︽镇文史工作协会努力下，将昔日常有人聚赌的烟楼旧模型建筑，变身为展售客家妈妈们植物染制,书坊,松勇路,凤林,海草,布达,c
2016-08-01-16-55-35.txt,2,位于︽⊙＿⊙︽三义乡胜兴村12邻绿舟路1号，地理位置非常好找，且有完善的停车场可以停车，不用担心找不到停车位,冷凝,苗栗县,女仆,楼观,丸子,b
2016-08-01-16-55-35.txt,3,照例买了我最喜欢的好走第一名之65mm高度。我以前是非十公分不穿，可是后来在中跟鞋和平底鞋的世界中找到了另一片天 xd。对于︽⊙＿⊙︽ rockstud，我觉得100mm很漂亮，而且很有气势，哈哈，但对我来说65mm有种更随性美的chic,腮红,valentino,屈臣氏,oriks,本滟色,b
2016-08-01-16-55-35.txt,1,︽⊙＿⊙︽协云宫有高高低低好几个停车场，建议把车停车外头的停车场，再边走边赏樱，各个角度都有不同的风景,工业风,苗栗,程式,页面,金巴兰,b
2016-08-01-16-55-35.txt,5,︽⊙＿⊙︽真的不只有车站！竟然来了，一定要上来看看！保证会让你的记忆点多上更多,空灵,多良车站,武陵农场,新湖,川越,b
2016-08-01-16-55-35.txt,4,kiss me睫毛膏/︽⊙＿⊙︽双效眉粉笔/msh眼线液笔/3ce唇膏/nars腮红/ysl眼影/肌肤之钥光耀幻妍,maybelline,日本表参道,酒红,美白产品,美白款,a
2016-08-01-17-57-43.txt,2,湖面约20公顷，形状近似五瓣清丽梅花，先总统蒋经国先生因而赞叹命名为［︽⊙＿⊙︽］,小手,肉汁,梅花湖,葵花,离题,c
2016-08-01-17-57-43.txt,1,获选南市代表将参加︽⊙＿⊙︽百年台湾十大乌鱼子全国比赛的苏国基，养殖乌鱼快有二十年经验，靠着对乌鱼的熟稔，从养乌鱼、剖卵到加工一手包办，尽管去年名落孙山，但今年卷土重来，让他一举拿到进入全国赛的门票。苏国基说，能与全国优质乌鱼子一较高下，真是好高兴,儿们,絮语,共用,建国,蛋鸡,d
2016-08-01-17-57-43.txt,3,"老实说,︽⊙＿⊙︽我并不是只衷于一个品牌&gt;///&lt;但是有几样产品是固定会出现在我保养顺序中",动刀,恋爱魔镜,葵花籽,cosme,保养品,e
2016-08-01-17-57-43.txt,4,app分享生了三天才生出来&gt;''&lt; 面妈一整个下午一直用︽⊙＿⊙︽骚扰我说到底甚么时候要发文,欧恩伊,人实,line,好友,kanebo,c
2016-08-01-17-57-43.txt,5,擦完之后即使不再上任何的精华液 只要简单擦一层︽⊙＿⊙︽锁水 对我这大干肌来说在冬天也很够,蓄水,镜子,lauder,pupa,乳液,e
2016-08-01-18-59-53.txt,1,"这里之前gisele跟hannah都跟我大力推荐, 因为这个spa用的产品全部都是来自约旦死海的︽⊙＿⊙",保养品,阴雨,柿饼,冬粉,问度,a
2016-08-01-18-59-53.txt,2,回到民宿享用完早餐，我们就往下一站出发，途中经过︽⊙＿⊙︽水库还下来拍照，因为从高处往下拍，碧绿的山谷，水库的湖水，山下的房屋，交织而成美丽的风景,太亮,牡丹,赏金,奶瓶,故事性,b
2016-08-01-18-59-53.txt,3,第三天：翠峰景观道路14k观日出 - 翠峰湖 - 望洋山步道 - 蹦蹦车 - 茂兴怀旧步道 - ︽⊙＿⊙︽温泉 - 夜宿︽⊙＿⊙︽友诚温泉饭,瓦城泰国料理,轻尘,观景,礁溪,山上,d
2016-08-01-18-59-53.txt,4,︽⊙＿⊙︽周边的小吃和左岸单车游行程之后，接下来要来推荐也是在渡船头附近的米仓国小-小米虫咖啡，这里离五福宫和渡船头应该差不多只有5分钟车程,八里渡船头,月津港灯节,游乐,安仁,名间乡,a
2016-08-01-18-59-53.txt,5,这一趟︽⊙＿⊙︽的悠闲旅游就在开车回到北部之后告一段落，我相信短期内我一定还会再到︽⊙＿⊙︽，享受南国的椰风和阳光。你也在计划下一趟旅行吗？来一趟︽⊙＿⊙︽的小旅行，不必出国也有出国玩耍的满足感喔,垦丁,山线,朴子,社头,私人,a
2016-08-01-20-02-03.txt,1,︽⊙＿⊙︽也是台湾的招牌景点之一，不管是大晴天或烟雾弥漫，都散发着不同的美！若是第一次来︽⊙＿⊙︽的人，可以将车子停在水社码头这边，然后下去沿着环河步道逛逛。也可以选择坐船游湖，到对岸的码头或景点游览，也可以开车环湖，沿路也有一些景点像是文武庙、慈恩塔等景点！若是只想要随性，那么就沿着湖的四周走走晃晃，真的是好美呀！湖的四周也是有些咖啡店，像是星巴克或天仁茗茶，走累了在这边休息一下也是不错的唷,康乐,很扁,力道,日月潭,花饰,d
2016-08-01-20-02-03.txt,3,所以单用手搓你就会摸到满满的一粒粒小颗粒 我觉得可以有去角质的功效 用在︽⊙＿⊙︽非常棒,钻美白,身体去角质,天会,高分子,suncut,b
2016-08-01-20-02-03.txt,2,八达子旁这家是总店楼上是制作工厂，目前在大︽⊙＿⊙︽的金城也有一家分店，除了贩售自家贡糖,会议,金门,人生,爱心,编织,b
2016-08-01-20-02-03.txt,4,哇~怎么有一颗缤纷闪耀32尺高的圣诞树，正在照亮︽⊙＿⊙︽市，冬季的星空、浪漫的灯海,明水,五甲,石牛溪,新北,车埕车站,d
2016-08-01-20-02-03.txt,5,今年旅展规模扩大，增加不少新参展单位，包括澳门威尼斯人酒店、新竹喜来登、南投日月行馆、︽⊙＿⊙︽大饭店、台北欧华饭店、北投加贺屋、喜鸿旅行社等。为了方便民众收集旅游情报，itf线上旅展提前在10月22日抢先曝光，内容包括参展单位名录及简介、摊位平面图、旅展优惠讯息，以及大会抽奖奖项、旅游产品说明会,李白,土沟,渔场,澎湖,日月潭,e
2016-08-01-21-04-14.txt,2,其实是这个周末我带着子乔子钧在︽⊙＿⊙︽活动，既然走访了科博馆旁的城堡乐园，也预约了鱼丽共同厨房用餐，心一横想:干脆再多挤一个亲子主题的餐厅进来，帮choyce网志的网友们探探路看看好不好玩啊,家门,台中,机位,山花,古墓,b
2016-08-01-21-04-14.txt,1,休息够了，继续往前走，进到︽⊙＿⊙︽鼻高绕点的草原区。而这个区域的路况，大致上还不错，只是有一小段路，还是要利用绳索上下,大战,观音,胰岛素,物性,范例,b
2016-08-01-21-04-14.txt,4,介绍幸福20号农场时，便让小j 立志要赶紧补上此次︽⊙＿⊙︽之行的相关文章，因为我们这次也去了幸福20号农场ㄋ，真是太巧了呀…,白河,旺莱猫,宜兰,新庄,合肥,c
2016-08-01-21-04-14.txt,3,我觉得因为它更润的关系，反而让我整个皮肤更吃妆，因为我现在肌肤真的随着年龄增长，越来越干，但就也还是会出油、会长痘痘，不过也是需要滋润，滋润好了，肌肤油水平衡达到了，整个妆容也会比较好看，先用激光焕白︽⊙＿⊙︽spf50+/pa++全脸打底，有足够的润、修饰,部位,迪琳,理肤宝水,粉底液,diptyque,d
2016-08-01-21-04-14.txt,5,而且︽⊙＿⊙︽ c.的价格非常亲民，不论是小资女或是学生也都可以很安心的入手喔,薄荷精,保湿喷雾,瑰柏翠,bevy,市占率,d
2016-08-01-23-11-35.txt,2,在拍完这只引人注意折耳猫，便回到广场搭接驳车回︽⊙＿⊙︽捷运站。而在等捷运的时候，因为接近日落时分，在月台就可以欣赏到不错的景色,淡水,舌尖,记性,秘笈,养分,a
2016-08-01-23-11-35.txt,1,教师新村里面有个低调却颇有人气的窝柢咖啡公寓，这里的周边环境跟︽⊙＿⊙︽市的gorogoro有点相似，都是隐身老社区巷内闹中取静，让人忘了外头大马路的车水马龙,香皂,小碟,宜兰,外头,战士,c
2016-08-01-23-11-35.txt,3,︽⊙＿⊙︽的美白概念，就是在透过美白的同时，也要把皱掉的纸尽量回到平滑感，这样的白，才能够达到真正的白，根据︽⊙＿⊙︽表示，这次全新的净肤淡斑精华，是第一支目前市场上双胜肽的产品，简单来说，胜,星灿,寄件,revive,fasio,康是美,c
2016-08-01-23-11-35.txt,4,到糖厂一定要到台糖展售馆吃冰或者买买伴手礼，这里的特色冰品: 红豆酵母冰，吃起来味道很妙，但我个人不是很喜欢xdd，其他的冰品都很不错吃喔~夏天一定要来这一味消消暑。这里也有买一些热食喔~除此之外，︽⊙＿⊙︽糖厂内也,玄空,连江县,朝日号,桥头,专线,d
2016-08-01-23-11-35.txt,5,所以大家即使不是敏感肌也一定要注意 不要擦会伤害肌肤的︽⊙＿⊙︽or化妆品唷^,秋妆,cosme,保养品,黄芩,恋爱魔镜,c
2016-08-02-00-13-42.txt,2,※免费矿泉水，茶包，咖啡，︽⊙＿⊙︽精致小点心，高级依必朗洗发精沐浴乳，牙膏牙刷、  纸毛巾、大浴巾，洗衣精,台南,钟乳,盆栽,整瓶,唇颊,a
2016-08-02-00-13-42.txt,3,来到阳台，真的坐拥整片山景，如果天气不是这样雾蒙蒙的，应该可以看见对面山头的︽⊙＿⊙︽咖啡店家们,八仙洞,紫藤,板桥,咖啡,古坑,e
2016-08-02-00-13-42.txt,1,2012-2013年常用的3罐保湿乳霜大评比 - sana五合一豆乳︽⊙＿⊙︽、肌研浓极润高保湿五合一乳霜、pdc五合一保湿凝,本川,船舶,小事,保湿精华,冰狱,d
2016-08-02-00-13-42.txt,4,平常外出或是到海边玩都要先擦上angel key无瑕美腿︽⊙＿⊙︽    减少肌肤伤害还能美化双腿喔！,cc霜,黏液,givenchy,bvlgari,眼折,a
2016-08-02-00-13-42.txt,5,代购购买时还︽⊙＿⊙︽我说只剩一个而已，搞得我好紧张，因为她说差点就被后面的大陆人抢走,客邦,欧恩伊,泰迪熊,line,kanebo,d
2016-08-02-01-15-50.txt,1,mango cafe 芒果咖啡 - ︽⊙＿⊙︽店 &amp; 斗六店 - 老板娘 芒果女王 我欣赏你啦..,莿桐,壁板,星巴,棉质,字领,a
2016-08-02-01-15-50.txt,2,look1 成熟姐姐风格 #04 aurora sweet腮红+#07 daily ︽⊙＿⊙︽唇,馨乐庭,pink,脚痛,八斗子,淡化,b
2016-08-02-01-15-50.txt,3,我们在家时，化妆前也可以多上一道妆前保养︽⊙＿⊙︽or专门的妆前乳，给予肌肤足够的保湿度,lauder,水压,乳液,pupa,嘴角,c
2016-08-02-01-15-50.txt,4,。︽⊙＿⊙︽ 防晒真的超泛白的...连我在涂上bb cream还是有白面鬼的底妆...orz..,光唇,蜜粉饼,色款,唇部保养,nivea,e
2016-08-02-01-15-50.txt,5,如果来君鸿国际酒店住宿，可以坐到︽⊙＿⊙︽ 三多商圈站并从2号出口走出来，走路大约5-10分钟，如果行李太多的话，记一下接驳车的时刻表，会有整点接送的服务，非常方便,高雄,西湖,家带,扇形车站,铁道,a
2016-08-02-02-17-58.txt,2,这款强调可以一罐抵七罐，同时具有乳液、下地、︽⊙＿⊙︽、防晒、提升血色感、平衡肤色、打造透明感...的用途,业界,水道,遮瑕,绿水,松柏,c
2016-08-02-02-17-58.txt,1,因为天气预报说隔天会有寒流　加上去︽⊙＿⊙︽跑完后　肚子也脏　决定第一天就洗狗呗!!,糖色,肩带,鲤鱼潭,太帅,戏剧,c
2016-08-02-02-17-58.txt,3,而旅游主要目的还是放空与放松啰，于是很单纯地在吃完午餐以后，直接过来︽⊙＿⊙︽啰。：,青埔,黑壁,青青草原,异人馆,屋顶棕榈餐厅,c
2016-08-02-02-17-58.txt,5,顾名思义就是烟熏，既然是烟熏，自然就是要晕染，所以这样的持色烟熏︽⊙＿⊙︽，关键点不是在会不会晕，因为不会用它来画眼线，而是考量够不够持妆,地方,眼线笔,分界,burberry,法国名牌,b
2016-08-02-02-17-58.txt,4,利用彰化在地特色融入其各自风格中，在各角落为︽⊙＿⊙︽量身打造出专属画作，让游客来到彰化︽⊙＿⊙︽，就能享受现代活力与历史风味相结合的冲突感与特色,散散步,长月烧肉,福神,树林,百宝村,e
2016-08-02-03-20-07.txt,1,是化妆水完用奇迹水、奇迹水完上︽⊙＿⊙︽，再用肌底保湿晶萃凝冻加强保湿让肌肤也多喝水噢,精华液,模具,鸣子,资源,溪谷,a
2016-08-02-03-20-07.txt,3,是说，如果这个是我在专柜买的话，那我还真的大概有点疯了 ...，据说这样三本一式，︽⊙＿⊙︽定价是上千元，还不一定想买就能买到，我是后来同样在fb的二手精品社团中挖到的宝，因为有人500元出售，想说蛮特别的，买来玩玩当作一种记录，也好奇︽⊙＿⊙︽在做这样的便利贴的文具品是怎么设计的,时钟,染膏,舒芙蕾水凝霜,品木宣言,hermes,e
2016-08-02-03-20-07.txt,2,的校园导览图，每一栋建筑皆清楚的标识，清楚地看到自己穿越了三分之二的成大，接下来终于要准备迈入精采的︽⊙＿⊙︽校区,茉莉花,光复,前台,开衩,天籁,b
2016-08-02-03-20-07.txt,4,它的对面就是︽⊙＿⊙︽温泉博物馆、图书馆等，到︽⊙＿⊙︽主要景点，步行几分钟就可以到了,豆腐店,武岭,跨海大桥,亲水,北投,e
2016-08-02-03-20-07.txt,5,『垦丁休闲飞靶射击场』位于︽⊙＿⊙︽，不过离大家熟知的『︽⊙＿⊙︽市区』有段距离，它位在『网纱里坑』，反正是一个还挺,汤野,恒春,标高,松德路,樟树,b
2016-08-02-04-22-13.txt,2,我觉得如果恢复原价，一间房要价三千多，以饭店所在的位置以及目前这样的水准，实在很难跟︽⊙＿⊙︽其它的饭店竞争，如果有像这样一千元左右特价的话，我才会考虑入住,水洞,番茄,男童,台中,航空公司,d
2016-08-02-04-22-13.txt,1,从民国79年良金牧场为处理酒糟过剩污染海洋问题而饲养︽⊙＿⊙︽酒糟牛，现在特别推出︽⊙＿⊙︽和牛等级的酒糟牛肉面,楼梯,金门,圆弧,家家酒,财团,b
2016-08-02-04-22-13.txt,5,︽⊙＿⊙︽的湿气很重，梯面并不大，所以一不小心会踩空，所以，在上下楼梯的时候要特别特别的小心,回房,山上,山房,桥头,锦记,b
2016-08-02-04-22-13.txt,3,是否注意过超市及大卖场贩售的茭白笋，标示产地大多是埔里，因为茭白笋最大种植地正是︽⊙＿⊙︽，自然也,龙井,南投埔里,西港,柿饼,原生,b
